,Security,SEC Filings,GICS Sector,GICS Sub Industry,Location,Date Added,CIK,Founded,const,Index,Oil,Gold,NaturalGas,Group
CAG,Conagra Brands,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1983-08-31,23217,1919,-0.2729314634933363,-1.615582366306864,0.007756672699786574,0.009106093231682539,2.4046260203457623,5
COP,ConocoPhillips,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1957-03-04,1163165,2002,-0.2729314634933363,-0.6426798886557287,3.84462686865252,0.009106093231682539,0.03125780835837168,4
ED,Consolidated Edison,reports,Utilities,Electric Utilities,"New York City, New York",,1047862,1823,-0.2729314634933363,-2.0758830678185363,-0.6170207270384254,0.009106093231682539,0.03125780835837168,1
STZ,Constellation Brands,reports,Consumer Staples,Distillers & Vintners,"Victor, New York",2005-07-01,16918,1945,4.235393909293056,-0.28508499713052116,0.007756672699786574,0.009106093231682539,0.03125780835837168,2
COO,CooperCompanies,reports,Health Care,Health Care Supplies,"San Ramon, California",2016-09-23,711404,1958,-0.2729314634933363,-0.6430760885767648,-0.4403843719725413,0.009106093231682539,0.03125780835837168,1
CPRT,Copart,reports,Industrials,Diversified Support Services,"Dallas, Texas",2018-07-02,900075,1982,-0.2729314634933363,-0.7084660558208178,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
GLW,Corning Inc.,reports,Information Technology,Electronic Components,"Corning, New York",,24741,1851,-0.2729314634933363,0.6253433014896483,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
CSGP,CoStar Group,reports,Industrials,Research & Consulting Services,"Washington, D.C.",2022-09-19,1057352,1987,-0.2729314634933363,0.46914852593433615,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
COST,Costco,reports,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",1993-10-01,909832,1976,-0.2729314634933363,-1.250672975394383,-0.6873730785622519,0.009106093231682539,0.03125780835837168,1
CCI,Crown Castle,reports,Real Estate,Specialized REITs,"Houston, Texas",2012-03-14,1051470,1994,-0.2729314634933363,-0.9483619412208123,0.007756672699786574,2.0113315548521142,0.03125780835837168,0
CSX,CSX,reports,Industrials,Railroads,"Jacksonville, Florida",1967-09-30,277948,1980,-0.2729314634933363,0.5347921729996946,0.44588712124985724,0.009106093231682539,0.03125780835837168,3
CMI,Cummins,reports,Industrials,Industrial Machinery,"Columbus, Indiana",1965-03-31,26172,1919,-0.2729314634933363,1.4320445286009207,0.007756672699786574,1.9330869795448158,0.03125780835837168,0
CVS,CVS Health,reports,Health Care,Health Care Services,"Woonsocket, Rhode Island",1957-03-04,64803,1996,-0.2729314634933363,-0.7540637597420105,-0.5714583050971561,1.6079186002097083,0.03125780835837168,0
DHI,D.R. Horton,reports,Consumer Discretionary,Homebuilding,"Arlington, Texas",2005-06-22,882184,1978,-0.2729314634933363,1.1565754247739672,0.007756672699786574,2.1428358666892136,0.03125780835837168,0
DHR,Danaher Corporation,reports,Health Care,Health Care Equipment,"Washington, D.C.",,313616,1969,-0.2729314634933363,0.06997958219476952,-0.3470542508286244,1.0618308737207598,0.03125780835837168,3
DRI,Darden Restaurants,reports,Consumer Discretionary,Restaurants,"Orlando, Florida",,940944,1938,-0.2729314634933363,-0.6430127541625148,-0.6071785409870494,0.009106093231682539,0.03125780835837168,1
DVA,DaVita Inc.,reports,Health Care,Health Care Facilities,"Denver, Colorado",2008-07-31,927066,1979,-0.2729314634933363,-1.0388569823117464,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
DE,John Deere,reports,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1957-03-04,315189,1837,-0.2729314634933363,-0.07854029498576565,0.7025706144875776,2.43286666056551,0.03125780835837168,0
DAL,Delta Air Lines,reports,Industrials,Airlines,"Atlanta, Georgia",2013-09-11,27904,1929,-0.2729314634933363,1.525172949763061,-3.101870078387964,0.009106093231682539,0.03125780835837168,3
XRAY,Dentsply Sirona,reports,Health Care,Health Care Supplies,"Charlotte, North Carolina",2008-11-14,818479,2016 (1969),-0.2729314634933363,-0.010389544303300344,-0.45067036676111893,0.009106093231682539,0.03125780835837168,1
DVN,Devon Energy,reports,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2000-08-30,1090012,1971,-0.2729314634933363,-0.0992082170731048,5.23224473182594,0.009106093231682539,0.03125780835837168,4
DXCM,Dexcom,reports,Health Care,Health Care Equipment,"San Diego, California",2020-05-12,1093557,1999,-0.2729314634933363,1.0771519200553834,-0.7603634091848435,0.009106093231682539,0.03125780835837168,3
DLR,Digital Realty,reports,Real Estate,Specialized REITs,"Austin, Texas",2016-05-18,1297996,2004,-0.2729314634933363,-0.8971001826011114,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
DFS,Discover Financial,reports,Financials,Consumer Finance,"Riverwoods, Illinois",2007-07-02,1393612,1985,-0.2729314634933363,0.7189063866093672,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
DISH,Dish Network,reports,Communication Services,Cable & Satellite,"Meridian, Colorado",2017-03-13,1001082,1980,-0.2729314634933363,0.006587468282365692,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
DIS,Disney,reports,Communication Services,Movies & Entertainment,"Burbank, California",1976-06-30,1744489,1923,-0.2729314634933363,0.0600225936690904,-0.5097522815735762,-1.3453366753477773,0.03125780835837168,1
DG,Dollar General,reports,Consumer Discretionary,General Merchandise Stores,"Goodlettsville, Tennessee",2012-12-03,29534,1939,-0.2729314634933363,-1.5599740570925618,-0.9099977901935455,0.009106093231682539,0.03125780835837168,1
DLTR,Dollar Tree,reports,Consumer Discretionary,General Merchandise Stores,"Chesapeake, Virginia",2011-12-19,935703,1986,-0.2729314634933363,-1.304852596779753,-0.8734463116049576,0.009106093231682539,0.03125780835837168,1
D,Dominion Energy,reports,Utilities,Electric Utilities,"Richmond, Virginia",,715957,1983,-0.2729314634933363,-1.6351146891353687,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
DPZ,Domino's,reports,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",2020-05-12,1286681,1960,6.056735436873595,-0.2276038878139492,-0.6525167004929882,2.177176709435879,0.03125780835837168,2
DOV,Dover Corporation,reports,Industrials,Industrial Machinery,"Downers Grove, Illinois",1985-10-31,29905,1955,-0.2729314634933363,0.4347006955786877,1.5469067559037064,1.6598663032594754,-2.0873105614703675,6
DOW,Dow Inc.,reports,Materials,Commodity Chemicals,"Midland, Michigan",2019-04-01,1751788,2019,-0.2729314634933363,1.1869453519014364,1.0320556115018031,0.009106093231682539,0.03125780835837168,3
DTE,DTE Energy,reports,Utilities,Multi-Utilities,"Detroit, Michigan",1957-03-04,936340,1995,-0.2729314634933363,-1.4154679221941255,-0.3761875701065582,0.009106093231682539,0.03125780835837168,1
DUK,Duke Energy,reports,Utilities,Electric Utilities,"Charlotte, North Carolina",1976-06-30,1326160,1904,-0.2729314634933363,-2.0002110129077595,-0.4224699866172946,0.009106093231682539,0.03125780835837168,1
DD,DuPont,reports,Materials,Specialty Chemicals,"Wilmington, Delaware",2019-04-02,1666700,2017,-0.2729314634933363,0.05130722895711741,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
EMN,Eastman Chemical Company,reports,Materials,Diversified Chemicals,"Kingsport, Tennessee",1994-01-01,915389,1920,-0.2729314634933363,0.8403583743330431,1.1357007078227488,0.009106093231682539,0.03125780835837168,3
ETN,Eaton Corporation,reports,Industrials,Electrical Components & Equipment,"Dublin, Ireland",,1551182,1911,-0.2729314634933363,0.9259716682782403,0.6774406333975809,1.9955126697626713,-2.7645846967883405,6
EBAY,eBay,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"San Jose, California",2002-07-22,1065088,1995,-0.2729314634933363,0.403630836950067,-0.5612983555086261,0.009106093231682539,0.03125780835837168,3
ECL,Ecolab,reports,Materials,Specialty Chemicals,"Saint Paul, Minnesota",1989-01-31,31462,1923,-0.2729314634933363,-0.5934819243550796,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
EIX,Edison International,reports,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,827052,1886,-0.2729314634933363,-1.5692012797310644,-0.43120234766507526,0.009106093231682539,0.03125780835837168,1
EW,Edwards Lifesciences,reports,Health Care,Health Care Equipment,"Irvine, California",2011-04-01,1099800,1958,-0.2729314634933363,-0.5073880568954139,-0.8499136993656619,0.009106093231682539,0.03125780835837168,1
EA,Electronic Arts,reports,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,712515,1982,-0.2729314634933363,0.4859247105364961,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
LLY,Eli Lilly and Company,reports,Health Care,Pharmaceuticals,"Indianapolis, Indiana",1970-12-31,59478,1876,-0.2729314634933363,-1.2653404254360696,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
EMR,Emerson Electric,reports,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,32604,1890,-0.2729314634933363,0.2610091016710927,0.6465941100953997,1.2760380188247835,-2.417644841075016,6
ETR,Entergy,reports,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,65984,1913,-0.2729314634933363,-1.565860495133797,-0.28861210339044474,0.009106093231682539,0.03125780835837168,1
EOG,EOG Resources,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,821189,1999,-0.2729314634933363,0.23021445124205112,4.055674109590463,0.009106093231682539,0.03125780835837168,4
EQT,EQT,reports,Energy,Oil & Gas Exploration & Production,"Pittsburgh, Pennsylvania",2022-10-03,33213,1888,-0.2729314634933363,-0.20695795406571796,2.1903283918997953,0.009106093231682539,8.493927295588952,5
EFX,Equifax,reports,Industrials,Research & Consulting Services,"Atlanta, Georgia",1997-06-19,33185,1899,-0.2729314634933363,-0.17240302610336375,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
EQIX,Equinix,reports,Real Estate,Specialized REITs,"Redwood City, California",2015-03-20,1101239,1998,-0.2729314634933363,0.18797353268949318,-0.5139778515805468,0.009106093231682539,0.03125780835837168,3
EQR,Equity Residential,reports,Real Estate,Residential REITs,"Chicago, Illinois",2001-12-03,906107,1969,-0.2729314634933363,-0.2951955259108388,-0.67572984416157,0.009106093231682539,2.155521915751732,5
ESS,Essex Property Trust,reports,Real Estate,Residential REITs,"San Mateo, California",2014-04-02,920522,1971,-0.2729314634933363,-0.5878967249149883,-0.47756423996963415,0.009106093231682539,2.8803676254704356,5
EL,The Estée Lauder Companies,reports,Consumer Staples,Personal Products,"New York City, New York",2006-01-05,1001250,1946,-0.2729314634933363,-0.27477944679312577,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
RE,Everest Re,reports,Financials,Reinsurance,"Hamilton, Bermuda",2017-06-19,1095073,1973,-0.2729314634933363,-1.0833760151691718,-0.39965002607952177,0.009106093231682539,0.03125780835837168,1
ES,Eversource,reports,Utilities,Multi-Utilities,"Hartford, Connecticut",2009,72741,1966,-0.2729314634933363,-1.421202499574469,-0.41241188770716275,0.009106093231682539,0.03125780835837168,1
EXC,Exelon,reports,Utilities,Multi-Utilities,"Chicago, Illinois",1957-03-04,1109357,2000,-0.2729314634933363,-1.65090930416183,0.007756672699786574,0.009106093231682539,4.1506303069333965,5
EXPE,Expedia Group,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2007-10-02,1324424,1996,-0.2729314634933363,0.4811709114521573,0.007756672699786574,0.009106093231682539,-4.67154692529708,6
EXPD,Expeditors International,reports,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,746515,1979,-0.2729314634933363,0.0473515359296869,-0.46978929499970173,0.009106093231682539,0.03125780835837168,1
EXR,Extra Space Storage,reports,Real Estate,Specialized REITs,"Salt Lake City, Utah",2016-01-19,1289490,1977,3.0541967512067,-0.07286789754349575,-0.7423724394973575,1.4350214948807247,0.03125780835837168,2
XOM,ExxonMobil,reports,Energy,Integrated Oil & Gas,"Irving, Texas",1957-03-04,34088,1999,-0.2729314634933363,-0.8671403108766946,1.6018416130731774,0.009106093231682539,0.03125780835837168,1
FFIV,"F5, Inc.",reports,Information Technology,Communications Equipment,"Seattle, Washington",2010-12-20,1048695,1996,-0.2729314634933363,0.9560196650643149,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
FDS,FactSet,reports,Financials,Financial Exchanges & Data,"Norwalk, Connecticut",2021-12-20,1013237,1978,-0.2729314634933363,-0.21906144463267335,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
FAST,Fastenal,reports,Industrials,Building Products,"Winona, Minnesota",2008-09-15,815556,1967,-0.2729314634933363,0.15991250538346136,0.007756672699786574,1.799571024949444,0.03125780835837168,0
FRT,Federal Realty,reports,Real Estate,Retail REITs,"Rockville, Maryland",2016-02-01,34903,1962,-0.2729314634933363,-0.7640401337681514,-0.580650160826147,1.1439597051840693,0.03125780835837168,1
FDX,FedEx,reports,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1980-12-31,1048911,1971,-0.2729314634933363,0.383853722417561,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
FITB,Fifth Third Bank,reports,Financials,Regional Banks,"Cincinnati, Ohio",,35527,1858,-0.2729314634933363,1.4429811427873758,0.007756672699786574,-2.4177382629312083,0.03125780835837168,7
FE,FirstEnergy,reports,Utilities,Electric Utilities,"Akron, Ohio",,1031296,1997,-0.2729314634933363,-1.564698299021236,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
FIS,FIS,reports,Information Technology,Data Processing & Outsourced Services,"Jacksonville, Florida",2006-11-10,1136893,1968,-0.2729314634933363,-0.2700642773659869,-0.6119937210688777,0.009106093231682539,0.03125780835837168,1
FISV,Fiserv,reports,Information Technology,Data Processing & Outsourced Services,"Brookfield, Wisconsin",2001-04-02,798354,1984,1.5942416527076801,-0.2122206389652986,-0.4439425981637783,0.009106093231682539,0.03125780835837168,2
FMC,FMC Corporation,reports,Materials,Fertilizers & Agricultural Chemicals,"Philadelphia, Pennsylvania",2009-08-19,37785,1883,-0.2729314634933363,0.28633210050364116,1.2221685862948768,0.009106093231682539,-2.351461816338991,6
F,Ford Motor Company,reports,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1957-03-04,37996,1903,-0.2729314634933363,0.8139294276476454,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
FTNT,Fortinet,reports,Information Technology,Systems Software,"Sunnyvale, California",2018-10-11,1262039,2000,-0.2729314634933363,0.29190498260313896,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
FOXA,Fox Corporation (Class A),reports,Communication Services,Movies & Entertainment,"New York City, New York",2013-07-01,1754301,2019,-0.2729314634933363,0.8008917748911114,-0.4049550867123218,0.009106093231682539,0.03125780835837168,3
FOX,Fox Corporation (Class B),reports,Communication Services,Movies & Entertainment,"New York City, New York",2015-09-18,1754301,2019,-0.2729314634933363,0.6273636258909562,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
BEN,Franklin Templeton,reports,Financials,Asset Management & Custody Banks,"San Mateo, California",,38777,1947,-0.2729314634933363,1.300540271693617,0.5066916069748036,0.009106093231682539,0.03125780835837168,3
FCX,Freeport-McMoRan,reports,Materials,Copper,"Phoenix, Arizona",,831259,1912,-0.2729314634933363,1.3830969551332684,5.671709312580009,3.108097789117258,-6.334487743474907,6
GRMN,Garmin,reports,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",2012-12-12,1121788,1989,-0.2729314634933363,-0.5502166732062235,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
IT,Gartner,reports,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",2017-04-05,749251,1979,2.4082886379832567,-0.2659467306793847,-0.4478336223466631,0.009106093231682539,0.03125780835837168,2
GD,General Dynamics,reports,Industrials,Aerospace & Defense,"Falls Church, Virginia",1957-03-04,40533,1899,-0.2729314634933363,-0.1763512939947837,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
GE,General Electric,reports,Industrials,Industrial Conglomerates,"Boston, Massachusetts",,40545,1892,-0.2729314634933363,0.13511669340826352,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
GIS,General Mills,reports,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",1969-03-31,40704,1856,-0.2729314634933363,-1.8380238453598823,-0.38722958418990816,0.009106093231682539,0.03125780835837168,1
GPC,Genuine Parts Company,reports,Consumer Discretionary,Specialty Stores,"Atlanta, Georgia",1973-12-31,40987,1925,-0.2729314634933363,-0.2552995782218342,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
GILD,Gilead Sciences,reports,Health Care,Biotechnology,"Foster City, California",2004-07-01,882095,1987,-0.2729314634933363,-0.22819267580320646,-0.47737436152261764,0.009106093231682539,0.03125780835837168,1
GPN,Global Payments,reports,Information Technology,Data Processing & Outsourced Services,"Atlanta, Georgia",2016-04-25,1123360,2000,-0.2729314634933363,-0.09394869086543126,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
GS,Goldman Sachs,reports,Financials,Investment Banking & Brokerage,"New York City, New York",2002-07-22,886982,1869,-0.2729314634933363,0.7715617024725281,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
HAL,Halliburton,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1957-03-04,45012,1919,-0.2729314634933363,0.7255249419862009,3.9037382618330603,0.009106093231682539,0.03125780835837168,4
HIG,Hartford (The),reports,Financials,Property & Casualty Insurance,"Hartford, Connecticut",1957-03-04,874766,1810,-0.2729314634933363,2.155436432994997,-0.45211592585248933,0.009106093231682539,0.03125780835837168,3
HAS,Hasbro,reports,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",1984-09-30,46080,1923,-0.2729314634933363,-0.8014824079234615,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
HSIC,Henry Schein,reports,Health Care,Health Care Distributors,"Melville, New York",2015-03-17,1000228,1932,-0.2729314634933363,-0.381509559189456,-0.6685258366511369,0.009106093231682539,0.03125780835837168,1
HSY,Hershey's,reports,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",1957-03-04,47111,1894,2.132449493077438,-1.7842114652596583,-0.4829743727599758,0.009106093231682539,0.03125780835837168,2
HES,Hess Corporation,reports,Energy,Integrated Oil & Gas,"New York City, New York",1984-05-31,4447,1919,-0.2729314634933363,0.3738290986463556,4.898491510816705,0.009106093231682539,0.03125780835837168,4
HOLX,Hologic,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts",2016-03-30,859737,1985,-0.2729314634933363,0.10613312161564362,-0.518967560426322,0.009106093231682539,0.03125780835837168,3
HD,The Home Depot,reports,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",1988-03-31,354950,1978,2.303751529174873,-0.36597772114764876,-0.755966799484076,0.009106093231682539,0.03125780835837168,2
HON,Honeywell,reports,Industrials,Industrial Conglomerates,"Charlotte, North Carolina",1964-03-31,773840,1906,-0.2729314634933363,0.49486853361178207,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
HRL,Hormel Foods,reports,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",2009-03-04,48465,1891,2.33355708913716,-1.345401722243597,-0.5396129003218503,0.009106093231682539,0.03125780835837168,2
HST,Host Hotels & Resorts,reports,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",2007-03-20,1070750,1993,-0.2729314634933363,1.4646312102526353,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
HPQ,HP Inc.,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",1974-12-31,47217,1939 (2015),-0.2729314634933363,0.20306834077576594,0.007756672699786574,-2.652710933547355,0.03125780835837168,7
HUM,Humana,reports,Health Care,Managed Health Care,"Louisville, Kentucky",,49071,1961,-0.2729314634933363,-0.7911022205595213,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
HBAN,Huntington Bancshares,reports,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",,49196,1866,-0.2729314634933363,1.3958586440401421,0.007756672699786574,-2.043445575815512,0.03125780835837168,7
IBM,IBM,reports,Information Technology,IT Consulting & Other Services,"Armonk, New York",1957-03-04,51143,1911,-0.2729314634933363,-0.8493026665713647,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
IEX,IDEX Corporation,reports,Industrials,Industrial Machinery,"Lake Forest, Illinois",2019-08-09,832101,1988,-0.2729314634933363,0.3953666206035955,0.4934395232481379,0.009106093231682539,0.03125780835837168,3
IDXX,Idexx Laboratories,reports,Health Care,Health Care Equipment,"Westbrook, Maine",2017-01-05,874716,1983,-0.2729314634933363,-0.33915386174261214,-0.7220655953342822,0.009106093231682539,0.03125780835837168,1
ITW,Illinois Tool Works,reports,Industrials,Industrial Machinery,"Glenview, Illinois",1986-02-28,49826,1912,-0.2729314634933363,0.17776345738413268,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
ILMN,Illumina,reports,Health Care,Life Sciences Tools & Services,"San Diego, California",2015-11-19,1110803,1998,-0.2729314634933363,0.5444972359615701,-1.0091820188766318,0.009106093231682539,0.03125780835837168,3
INCY,Incyte,reports,Health Care,Biotechnology,"Wilmington, Delaware",2017-02-28,879169,1991,-0.2729314634933363,1.6866887971948321,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
